0.80876494 0.585657371 0.760956175 0.804780876 0.673306773 0.693227092 0.760956175 0.800796813 0.613545817 0.836653386 0.772908367 0.80876494 0.760956175 0.832669323 0.64940239
0.836653386 0.804780876 0.780876494 0.84063745 0.844621514 0.800796813 0.824701195 0.752988048 0.796812749 0.824701195 0.788844622 0.824701195 0.852589641 0.784860558 0.780876494
0.266932271 0.139442231 0.179282869 0.19123506 0.270916335 0.494023904 0.15936255 0.199203187 0.310756972 0.179282869 0.19123506 0.135458167 0.167330677 0.155378486 0.346613546
0.725099602 0.621513944 0.665338645 0.693227092 0.733067729 0.609561753 0.669322709 0.629482072 0.537848606 0.71314741 0.61752988 0.641434263 0.768924303 0.585657371 0.629482072
0.625498008 0.629482072 0.482071713 0.478087649 0.462151394 0.434262948 0.362549801 0.565737052 0.505976096 0.482071713 0.474103586 0.486055777 0.537848606 0.641434263 0.418326693
0.147410359 0.247011952 0.103585657 0.175298805 0.215139442 0.091633466 0.147410359 0.12749004 0.059760956 0.171314741 0.103585657 0.203187251 0.083665339 0.111553785 0.131474104
0.322709163 0.231075697 0.239043825 0.394422311 0.262948207 0.243027888 0.175298805 0.446215139 0.258964143 0.219123506 0.466135458 0.314741036 0.402390438 0.294820717 0.195219124
0.215139442 0.243027888 0.470119522 0.207171315 0.362549801 0.330677291 0.466135458 0.087649402 0.235059761 0.35059761 0.270916335 0.358565737 0.298804781 0.358565737 0.454183267
0.980079681 0.952191235 0.876494024 0.964143426 0.940239044 0.96812749 0.960159363 0.980079681 0.93625498 0.988047809 0.940239044 0.960159363 0.992031873 0.988047809 0.976095618
0.956175299 0.984063745 0.860557769 0.912350598 0.908366534 0.956175299 0.924302789 0.920318725 0.944223108 0.856573705 0.884462151 0.920318725 0.860557769 0.764940239 0.84063745
0.091633466 0.115537849 0.075697211 0.047808765 0.139442231 0.123505976 0.282868526 0.043824701 0.131474104 0.09561753 0.039840637 0.09561753 0.115537849 0.067729084 0.262948207
0.019920319 0.007968127 0.051792829 0.039840637 0.019920319 0.019920319 0.011952191 0.023904382 0.027888446 0.023904382 0.043824701 0.03187251 0.011952191 0.015936255 0.03187251
0.378486056 0.764940239 0.442231076 0.509960159 0.414342629 0.3187251 0.509960159 0.406374502 0.573705179 0.386454183 0.378486056 0.38247012 0.326693227 0.569721116 0.812749004
0.964143426 0.992031873 0.928286853 0.960159363 0.964143426 0.900398406 0.952191235 0.952191235 0.892430279 0.900398406 0.964143426 0.956175299 0.960159363 0.948207171 0.940239044
0.334661355 0.641434263 0.28685259 0.597609562 0.278884462 0.123505976 0.466135458 0.430278884 0.258964143 0.147410359 0.243027888 0.175298805 0.346613546 0.362549801 0.183266932
0.657370518 0.916334661 0.90438247 0.816733068 0.832669323 0.84063745 0.888446215 0.764940239 0.828685259 0.932270916 0.880478088 0.928286853 0.87250996 0.685258964 0.677290837
0.916334661 0.796812749 0.944223108 0.90438247 0.661354582 0.988047809 0.988047809 0.900398406 0.832669323 0.876494024 0.90438247 0.884462151 0.892430279 0.944223108 0.960159363
0.856573705 0.828685259 0.697211155 0.844621514 0.948207171 0.828685259 0.900398406 0.864541833 0.796812749 0.633466135 0.74501992 0.832669323 0.693227092 0.677290837 0.992031873
0.039840637 0.043824701 0.019920319 0.03187251 0.023904382 0.035856574 0.027888446 0.007968127 0.019920319 0.027888446 0.003984064 0.003984064 0.023904382 0.027888446 0.059760956
0.908366534 0.84063745 0.888446215 0.828685259 0.721115538 0.836653386 0.93625498 0.860557769 0.816733068 0.90438247 0.888446215 0.868525896 0.896414343 0.928286853 0.868525896
0.788844622 0.784860558 0.848605578 0.868525896 0.35059761 0.836653386 0.824701195 0.880478088 0.796812749 0.800796813 0.860557769 0.864541833 0.87250996 0.856573705 0.864541833
0.059760956 0.474103586 0.247011952 0.12749004 0.693227092 0.103585657 0.231075697 0.163346614 0.203187251 0.278884462 0.219123506 0.171314741 0.175298805 0.151394422 0.147410359
0.577689243 0.565737052 0.537848606 0.593625498 0.235059761 0.486055777 0.693227092 0.760956175 0.545816733 0.533864542 0.478087649 0.561752988 0.498007968 0.693227092 0.61752988
0.410358566 0.577689243 0.362549801 0.454183267 0.38247012 0.354581673 0.282868526 0.35059761 0.505976096 0.38247012 0.25498008 0.378486056 0.374501992 0.398406375 0.370517928
0.521912351 0.3187251 0.494023904 0.545816733 0.362549801 0.509960159 0.545816733 0.474103586 0.470119522 0.422310757 0.653386454 0.557768924 0.565737052 0.537848606 0.521912351
0.494023904 0.501992032 0.717131474 0.561752988 0.103585657 0.426294821 0.529880478 0.549800797 0.402390438 0.64940239 0.422310757 0.509960159 0.422310757 0.71314741 0.430278884
0.780876494 0.609561753 0.418326693 0.749003984 0.788844622 0.266932271 0.577689243 0.828685259 0.470119522 0.505976096 0.673306773 0.529880478 0.717131474 0.645418327 0.549800797
0.553784861 0.61752988 0.422310757 0.673306773 0.669322709 0.721115538 0.669322709 0.557768924 0.494023904 0.609561753 0.406374502 0.569721116 0.601593625 0.589641434 0.509960159
0.733067729 0.665338645 0.346613546 0.474103586 0.633466135 0.454183267 0.509960159 0.394422311 0.625498008 0.470119522 0.505976096 0.621513944 0.278884462 0.306772908 0.737051793
0.047808765 0.035856574 0.135458167 0.035856574 0.043824701 0.043824701 0.059760956 0.051792829 0.111553785 0.247011952 0.06374502 0.079681275 0.059760956 0.103585657 0.139442231
0.505976096 0.541832669 0.609561753 0.621513944 0.629482072 0.454183267 0.378486056 0.717131474 0.470119522 0.290836653 0.525896414 0.406374502 0.565737052 0.705179283 0.414342629
0.187250996 0.306772908 0.111553785 0.219123506 0.342629482 0.386454183 0.09561753 0.151394422 0.294820717 0.250996016 0.187250996 0.075697211 0.107569721 0.115537849 0.362549801
0.74501992 0.84063745 0.828685259 0.657370518 0.529880478 0.90438247 0.74501992 0.733067729 0.852589641 0.84063745 0.816733068 0.848605578 0.760956175 0.848605578 0.741035857
0.928286853 0.90438247 0.868525896 0.948207171 0.932270916 0.888446215 0.932270916 0.928286853 0.812749004 0.661354582 0.928286853 0.928286853 0.912350598 0.868525896 0.924302789
0.669322709 0.338645418 0.525896414 0.880478088 0.446215139 0.792828685 0.657370518 0.677290837 0.613545817 0.235059761 0.585657371 0.709163347 0.509960159 0.577689243 0.756972112
0.25498008 0.561752988 0.741035857 0.470119522 0.378486056 0.207171315 0.426294821 0.370517928 0.402390438 0.537848606 0.282868526 0.227091633 0.462151394 0.243027888 0.310756972
