0.606555046 0.301897246 0.101984906 0.236460497
0.231187427 0.099662571 0.310964425 0.186498368
0.221596216 0.443268856 0.667034028 0.23503224
0.051428102 0.089590726 0.117838513 0.162135974
0.168041604 0.424032688 0.452280475 0.224617648
0.152151859 0.079056742 0.483301072 0.252621879
0.370506632 0.401168132 0.460546394 0.298770814
0.447911108 0.526508108 0.372025654 0.480544028
0.168818127 0.018870975 0.475409253 0.352442419
0.456796352 0.225771628 0.304326789 0.576595538
0.140156761 0.357135058 0.109758437 0.082646072
0.129635243 0.236172146 0.118452721 0.021550876
0.752735033 0.954110957 0.850144603 0.969876723
0.48852555 0.151314029 0.420605861 0.195584645
0.737664484 0.824268173 0.348583138 0.565354087
0.019311038 0.120037604 0.169803758 0.015673087
0.339224347 0.55005349 0.372591636 0.614100898
0.676851886 0.482668518 0.420150254 0.796461444
0.425586494 0.246927135 0.524939549 0.425031122
0.011358274 0.003779012 0.072564545 0.010869274
0.895019817 0.820831434 0.835694706 0.753882856
0.473751286 0.193688591 0.449733593 0.337413857
0.978887427 0.585954108 0.863262869 0.779193317
0.821968449 0.958843234 0.395321938 0.948252999
0.417698825 0.5541667 0.235303931 0.489765056
0.323184426 0.678748549 0.727976658 0.685770534
0.392238515 0.714390438 0.801923692 0.706531215
0.274785237 0.085798005 0.20087413 0.471799525
0.959315424 0.853432395 0.953829026 0.851726142
0.094807263 0.263326703 0.486967576 0.232217035
0.783401687 0.862639271 0.738896977 0.861390675
0.129129848 0.414934327 0.074692057 0.018948646
0.949244851 0.982795555 0.959211172 0.910514321
0.649454025 0.82860755 0.893568461 0.85466829
0.74985245 0.750315814 0.690962505 0.857008568
0.739883244 0.478479044 0.768112473 0.512153004
0.39367191 0.77809935 0.130056277 0.45224138
0.212988872 0.594559142 0.512286175 0.485987364
0.207314489 0.069329869 0.192934687 0.353137355
0.21835857 0.262598935 0.630570377 0.323831966
0.424578899 0.673520038 0.687231924 0.773043435
0.794598997 0.464024504 0.46100041 0.38840388
0.381486391 0.738259459 0.476777756 0.56665724
0.5735167 0.454768463 0.738635053 0.293982315
0.52394304 0.59901633 0.298452816 0.402832264
0.869966887 0.937994269 0.978519353 0.792552756
0.154503805 0.14333486 0.107230723 0.332911386
0.791058535 0.647036972 0.9661764 0.96422483
0.938731932 0.932914644 0.9846103 0.977273753
0.04167848 0.530997943 0.337838517 0.203589157
0.685140174 0.816079907 0.514292794 0.485185255
0.226009103 0.514877036 0.450518252 0.033816201
0.218568433 0.383943839 0.235150357 0.573989776
0.348645839 0.391803423 0.726171016 0.899533088
0.445950864 0.872793298 0.532549305 0.932590418
0.726293459 0.496299925 0.726756204 0.761083194
0.702495086 0.510188739 0.289687071 0.170789641
0.3149493 0.235563065 0.103728446 0.147321478
0.978461937 0.994168564 0.91608147 0.945736062
0.395261203 0.288063245 0.647098683 0.471161942
0.025959997 0.082505621 0.003385331 0.011622915
0.910153927 0.813001991 0.890510314 0.966807398
0.315169577 0.592171911 0.841733879 0.440311276
0.716042546 0.458333028 0.694491508 0.931018541
0.659859895 0.476736641 0.460357964 0.289309649
0.849793686 0.111054545 0.358182813 0.138478303
0.948072855 0.87904268 0.981395268 0.931804327
0.928236049 0.573584781 0.620560052 0.782150958
0.097042803 0.139334268 0.086896128 0.283613534
0.098330057 0.214735 0.140708258 0.348575678
0.214668876 0.572428147 0.207056507 0.357169188
0.045861581 0.015518002 0.263085775 0.130873141
0.791911066 0.883076292 0.86747067 0.72384442
0.406721657 0.17498861 0.056979163 0.329526961
0.897437044 0.901810383 0.786870945 0.871459917
0.024579346 0.050639125 0.115681757 0.101482395
0.687661363 0.595032801 0.869507013 0.848507217
0.092597711 0.014606422 0.326803573 0.018930373
0.953013863 0.988118523 0.796057953 0.58906193
